,anime_id,title,score,score_count,rank,popularity,background,related,genre
2258,431,Howl no Ugoku Shiro,8.73,14560,43.0,89,"Howl No Ugoku Shiro premiered at the Venice Film Festival in 2004 and was later released to Japanese theaters in November, making it one of only three Studio Ghibli films not to be released in July. In 2004 the film won the Osella Awards for Technical Achievement in the 61st Venice Film Festival, the Best Japanese Movie Overall in the Mainichi Film Awards and an Excellence Prize, Animation in the Japan Media Arts Festival.  In 2005 the film won the Animation of the Year in the Tokyo International Anime Fair and the Audience Award in the Maui Film Festival. In 2006 it was nominated for the Best Animated Feature in the 78th Academy Award, but lost to the movie Wallace and Gromit: The Curse of the Were-Rabbit.",[],"Adventure, Drama, Fantasy, Romance"
7575,444,Maria-sama ga Miteru: Haru,7.79,560,904.0,2848,,"{'Adaptation': [{'mal_id': 4177, 'type': 'manga', 'url': 'https://myanimelist.net/manga/4177/Maria-sama_ga_Miteru', 'title': 'Maria-sama ga Miteru'}], 'Prequel': [{'mal_id': 158, 'type': 'anime', 'url': 'https://myanimelist.net/anime/158/Maria-sama_ga_Miteru', 'title': 'Maria-sama ga Miteru'}], 'Sequel': [{'mal_id': 1729, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1729/Maria-sama_ga_Miteru_3rd', 'title': 'Maria-sama ga Miteru 3rd'}], 'Side story': [{'mal_id': 3469, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3469/Maria-sama_ga_Miteru__Haru_Specials', 'title': 'Maria-sama ga Miteru: Haru Specials'}]}","Drama, Romance, School, Shoujo, Shoujo Ai"
7292,450,InuYasha: Kagami no Naka no Mugenjo,7.75,2558,991.0,1278,,"{'Parent story': [{'mal_id': 249, 'type': 'anime', 'url': 'https://myanimelist.net/anime/249/InuYasha', 'title': 'InuYasha'}]}","Adventure, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural"
4199,463,One Piece Movie 5: Norowareta Seiken,7.39,1678,2078.0,1697,,"{'Parent story': [{'mal_id': 21, 'type': 'anime', 'url': 'https://myanimelist.net/anime/21/One_Piece', 'title': 'One Piece'}], 'Side story': [{'mal_id': 2490, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2490/One_Piece__Mezase_Kaizoku_Yakyuu_Ou', 'title': 'One Piece: Mezase! Kaizoku Yakyuu Ou'}]}","Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
11822,474,Macross Plus,7.79,884,904.0,2194,,"{'Prequel': [{'mal_id': 1088, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1088/Macross', 'title': 'Macross'}], 'Alternative version': [{'mal_id': 1211, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1211/Macross_Plus_Movie_Edition', 'title': 'Macross Plus Movie Edition'}], 'Sequel': [{'mal_id': 1397, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1397/Macross_7', 'title': 'Macross 7'}]}","Drama, Mecha, Military, Romance, Sci-Fi, Space"
9298,486,Kino no Tabi: The Beautiful World,8.44,2215,140.0,560,,"{'Adaptation': [{'mal_id': 399, 'type': 'manga', 'url': 'https://myanimelist.net/manga/399/Kino_no_Tabi__The_Beautiful_World', 'title': 'Kino no Tabi: The Beautiful World'}], 'Prequel': [{'mal_id': 1379, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1379/Kino_no_Tabi__Nanika_wo_Suru_Tame_ni_-_Life_Goes_On', 'title': 'Kino no Tabi: Nanika wo Suru Tame ni - Life Goes On.'}], 'Sequel': [{'mal_id': 2175, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2175/Kino_no_Tabi__The_Beautiful_World_-_Byouki_no_Kuni_-_For_You', 'title': 'Kino no Tabi: The Beautiful World - Byouki no Kuni - For You'}], 'Side story': [{'mal_id': 3466, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3466/Kino_no_Tabi__The_Beautiful_World_-_Tou_no_Kuni', 'title': 'Kino no Tabi: The Beautiful World - Tou no Kuni'}], 'Character': [{'mal_id': 6628, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6628/Dengeki_Bunko_2007_Movie_Festival_Special', 'title': 'Dengeki Bunko 2007 Movie Festival Special'}], 'Alternative version': [{'mal_id': 35079, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35079/Kino_no_Tabi__The_Beautiful_World_-_The_Animated_Series', 'title': 'Kino no Tabi: The Beautiful World - The Animated Series'}]}","Action, Adventure, Slice of Life, Psychological"
5262,493,Armitage III: Poly-Matrix,7.15,445,2990.0,3633,,"{'Full story': [{'mal_id': 1079, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1079/Armitage_III', 'title': 'Armitage III'}]}","Action, Military, Sci-Fi, Adventure, Police, Romance, Mecha"
6255,505,Fushigiboshi no☆Futagohime,7.39,85,2064.0,4398,,"{'Adaptation': [{'mal_id': 11567, 'type': 'manga', 'url': 'https://myanimelist.net/manga/11567/Fushigiboshi_no_Futagohime', 'title': 'Fushigiboshi no Futagohime'}], 'Sequel': [{'mal_id': 1886, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1886/Fushigiboshi_no☆Futagohime_Gyu', 'title': 'Fushigiboshi no☆Futagohime Gyu!'}], 'Summary': [{'mal_id': 29231, 'type': 'anime', 'url': 'https://myanimelist.net/anime/29231/Fushigiboshi_no☆Futagohime_Gyu_Recap', 'title': 'Fushigiboshi no☆Futagohime Gyu! Recap'}]}","Magic, Comedy, Shoujo"
5233,517,School Rumble Ichi Gakki Hoshuu,7.82,2049,848.0,1638,,"{'Adaptation': [{'mal_id': 160, 'type': 'manga', 'url': 'https://myanimelist.net/manga/160/School_Rumble', 'title': 'School Rumble'}], 'Parent story': [{'mal_id': 24, 'type': 'anime', 'url': 'https://myanimelist.net/anime/24/School_Rumble', 'title': 'School Rumble'}]}","Comedy, Romance, School, Shounen"
9321,521,Mermaid Melody Pichi Pichi Pitch,7.11,951,3176.0,1754,,"{'Adaptation': [{'mal_id': 423, 'type': 'manga', 'url': 'https://myanimelist.net/manga/423/Pichi_Pichi_Pitch__Mermaid_Melody', 'title': 'Pichi Pichi Pitch: Mermaid Melody'}], 'Sequel': [{'mal_id': 1110, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1110/Mermaid_Melody_Pichi_Pichi_Pitch_Pure', 'title': 'Mermaid Melody Pichi Pichi Pitch Pure'}]}","Adventure, Comedy, Magic, Romance, Shoujo"
2157,551,Grappler Baki: Saidai Tournament-hen,7.46,598,1769.0,2836,,"{'Adaptation': [{'mal_id': 11425, 'type': 'manga', 'url': 'https://myanimelist.net/manga/11425/Grappler_Baki', 'title': 'Grappler Baki'}], 'Prequel': [{'mal_id': 287, 'type': 'anime', 'url': 'https://myanimelist.net/anime/287/Grappler_Baki_TV', 'title': 'Grappler Baki (TV)'}], 'Alternative version': [{'mal_id': 1859, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1859/Grappler_Baki', 'title': 'Grappler Baki'}], 'Sequel': [{'mal_id': 33566, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33566/Baki__Most_Evil_Death_Row_Convicts_Special_Anime', 'title': 'Baki: Most Evil Death Row Convicts Special Anime'}, {'mal_id': 34443, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34443/Baki', 'title': 'Baki'}]}","Action, Sports, Martial Arts, Shounen"
7196,562,Sakura Taisen: Le Nouveau Paris,6.54,42,5464.0,7053,,"{'Prequel': [{'mal_id': 1964, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1964/Sakura_Taisen__Ecole_de_Paris', 'title': 'Sakura Taisen: Ecole de Paris'}]}","Adventure, Mecha, Sci-Fi, Shounen"
4021,573,Saber Marionette J,7.42,673,1950.0,2610,,"{'Adaptation': [{'mal_id': 506, 'type': 'manga', 'url': 'https://myanimelist.net/manga/506/Saber_Marionette_J', 'title': 'Saber Marionette J'}, {'mal_id': 90134, 'type': 'manga', 'url': 'https://myanimelist.net/manga/90134/SM_Girls__Saber_Marionette_J', 'title': 'SM Girls: Saber Marionette J'}], 'Sequel': [{'mal_id': 1191, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1191/Saber_Marionette_J_Again', 'title': 'Saber Marionette J Again'}], 'Alternative setting': [{'mal_id': 1232, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1232/Saber_Marionette_R', 'title': 'Saber Marionette R'}]}","Action, Adventure, Comedy, Drama, Harem, Martial Arts, Mecha, Romance, Sci-Fi, Shounen"
1150,574,Rean no Tsubasa,5.82,60,7763.0,6332,,"{'Adaptation': [{'mal_id': 17273, 'type': 'manga', 'url': 'https://myanimelist.net/manga/17273/Rean_no_Tsubasa', 'title': 'Rean no Tsubasa'}], 'Prequel': [{'mal_id': 929, 'type': 'anime', 'url': 'https://myanimelist.net/anime/929/Seisenshi_Dunbine', 'title': 'Seisenshi Dunbine'}]}","Fantasy, Mecha, Sci-Fi"
1105,576,Magikano,6.48,883,5685.0,2296,,"{'Adaptation': [{'mal_id': 1728, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1728/Magikano', 'title': 'Magikano'}]}","Comedy, Fantasy, Harem, Magic, Romance, Shounen"
4744,584,Noein: Mou Hitori no Kimi e,7.7,1545,1115.0,1249,,[],"Adventure, Drama, Sci-Fi, Slice of Life"
11478,600,Legend of Duo,5.05,263,8989.0,3961,,[],"Supernatural, Drama, Vampire, Shounen Ai"
6529,601,Nekojiru-sou,7.42,1247,1944.0,1667,"It won an Excellence Prize (Animation Division) at the 2001 Japan Media Arts Festival; the ""Best Short Film"" award at the 2001 Fantasia Festival and; the Silver Award for Animation 2003 New York Exposition of Short Film and Video.","{'Adaptation': [{'mal_id': 18753, 'type': 'manga', 'url': 'https://myanimelist.net/manga/18753/Nekojiru_Udon', 'title': 'Nekojiru Udon'}], 'Alternative version': [{'mal_id': 1062, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1062/Nekojiru_Gekijou_Jirujiru_Original', 'title': 'Nekojiru Gekijou Jirujiru Original'}]}","Comedy, Dementia, Psychological"
11845,636,Juubee-chan 2: Siberia Yagyuu no Gyakushuu,6.94,216,3776.0,4131,,"{'Prequel': [{'mal_id': 635, 'type': 'anime', 'url': 'https://myanimelist.net/anime/635/Juubee-chan__Lovely_Gantai_no_Himitsu', 'title': 'Juubee-chan: Lovely Gantai no Himitsu'}]}","Adventure, Comedy, Drama, Martial Arts, Samurai, Shounen"
4513,649,Hanaukyou Maid-tai: La Verite,6.87,580,4037.0,2939,,"{'Alternative setting': [{'mal_id': 403, 'type': 'anime', 'url': 'https://myanimelist.net/anime/403/Hanaukyou_Maid-tai', 'title': 'Hanaukyou Maid-tai'}]}","Comedy, Ecchi, Harem, Romance"
7240,655,Galaxy Angel 4,7.32,163,2335.0,4638,,"{'Prequel': [{'mal_id': 653, 'type': 'anime', 'url': 'https://myanimelist.net/anime/653/Galaxy_Angel_3', 'title': 'Galaxy Angel 3'}]}","Comedy, Sci-Fi"
6360,656,Air in Summer,7.42,1507,1921.0,2025,,"{'Parent story': [{'mal_id': 101, 'type': 'anime', 'url': 'https://myanimelist.net/anime/101/Air', 'title': 'Air'}]}","Romance, Supernatural, Comedy, Historical, Drama"
12597,669,Kujibiki Unbalance,6.17,343,6869.0,3814,,"{'Spin-off': [{'mal_id': 240, 'type': 'anime', 'url': 'https://myanimelist.net/anime/240/Genshiken', 'title': 'Genshiken'}], 'Alternative version': [{'mal_id': 1591, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1591/Kujibiki♥Unbalance', 'title': 'Kujibiki♥Unbalance'}]}","Comedy, Romance, School"
12834,671,Lemon Angel Project,6.75,159,4536.0,4419,This series is loosely based on the 80&#039;s J-pop group Lemon Angel.,[],"Drama, Music"
11732,705,Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie,4.79,54,9213.0,7025,,"{'Parent story': [{'mal_id': 112, 'type': 'anime', 'url': 'https://myanimelist.net/anime/112/Chou_Henshin_Cosprayers', 'title': 'Chou Henshin Cosprayers'}], 'Prequel': [{'mal_id': 765, 'type': 'anime', 'url': 'https://myanimelist.net/anime/765/Chou_Henshin_Cosprayers_Specials', 'title': 'Chou Henshin Cosprayers Specials'}]}","Adventure, Magic, Comedy, Sci-Fi"
3813,773,Tenamonya Voyagers,6.28,40,6487.0,6415,,[],"Ecchi, Adventure, Comedy, Mecha, Sci-Fi"
11327,788,Eiken: Eikenbu yori Ai wo Komete,4.56,753,9334.0,2722,,"{'Adaptation': [{'mal_id': 2585, 'type': 'manga', 'url': 'https://myanimelist.net/manga/2585/Eiken', 'title': 'Eiken'}]}","Ecchi, Comedy, Harem, School"
6759,789,Shinigami no Ballad.,7.0,1124,3578.0,1893,,"{'Adaptation': [{'mal_id': 3711, 'type': 'manga', 'url': 'https://myanimelist.net/manga/3711/Shinigami_no_Ballad', 'title': 'Shinigami no Ballad.'}]}","Drama, Fantasy, Psychological, Supernatural"
5960,797,Hanaukyou Maid-tai OVA,6.78,315,4398.0,4172,,"{'Prequel': [{'mal_id': 403, 'type': 'anime', 'url': 'https://myanimelist.net/anime/403/Hanaukyou_Maid-tai', 'title': 'Hanaukyou Maid-tai'}]}","Comedy, Ecchi, Harem, Romance"
3079,868,Slayers Great,7.39,555,2089.0,3159,,"{'Adaptation': [{'mal_id': 20871, 'type': 'manga', 'url': 'https://myanimelist.net/manga/20871/Slayers_Original_Movie_Screenplay_Book', 'title': 'Slayers Original Movie Screenplay Book'}], 'Sequel': [{'mal_id': 867, 'type': 'anime', 'url': 'https://myanimelist.net/anime/867/Slayers_Gorgeous', 'title': 'Slayers Gorgeous'}], 'Prequel': [{'mal_id': 869, 'type': 'anime', 'url': 'https://myanimelist.net/anime/869/Slayers_Return', 'title': 'Slayers Return'}]}","Adventure, Comedy, Fantasy, Magic, Shounen"
11441,909,Geneshaft,6.45,302,5795.0,3701,,"{'Adaptation': [{'mal_id': 9473, 'type': 'manga', 'url': 'https://myanimelist.net/manga/9473/Lunashaft', 'title': 'Lunashaft'}]}","Adventure, Mecha, Sci-Fi, Space"
6553,918,Gintama,9.01,4264,15.0,95,"Several games based on Gintama have been released on a variety of platforms such as the Sony PlayStation 2, PlayStation Portable and Nintendo DS. Characters from the series have also appeared in Weekly Shounen Jump&#039;s crossover titles such as Jump Super Stars and Jump Ultimate Stars.The series received high-definition reruns of older episodes by TV Tokyo from April 5, 2010 till March 28, 2011 under the name Yorinuki Gintama-san which included 51 selected episodes as well as 4 new Openings and Endings. Sentai Filmworks licensed and released only the first 49 episodes of Gintama, along with the first movie; in 2016, Crunchyroll gained the license and plans to release the entire series dubbed/subtitled at some point in the future.","{'Adaptation': [{'mal_id': 44, 'type': 'manga', 'url': 'https://myanimelist.net/manga/44/Gintama', 'title': 'Gintama'}], 'Side story': [{'mal_id': 2951, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2951/Gintama__Nanigoto_mo_Saiyo_ga_Kanjin_nano_de_Tasho_Senobisuru_Kurai_ga_Choudoyoi', 'title': 'Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi'}, {'mal_id': 6945, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6945/Gintama__Shiroyasha_Koutan', 'title': 'Gintama: Shiroyasha Koutan'}, {'mal_id': 10643, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10643/Gintama__Dai_Hanseikai', 'title': 'Gintama: Dai Hanseikai'}, {'mal_id': 25313, 'type': 'anime', 'url': 'https://myanimelist.net/anime/25313/Gintama__Futon_ni_Haitte_kara_Buki_Nokoshi_ni_Kizuite_Neru_ni_Nerenai_Toki_mo_Aru', 'title': 'Gintama&#039;: Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru'}, {'mal_id': 32122, 'type': 'anime', 'url': 'https://myanimelist.net/anime/32122/Gintama°__Umai-mono_wa_Atomawashi_ni_Suru_to_Yokodorisareru_kara_Yappari_Saki_ni_Kue', 'title': 'Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue'}], 'Alternative version': [{'mal_id': 7472, 'type': 'anime', 'url': 'https://myanimelist.net/anime/7472/Gintama_Movie_1__Shinyaku_Benizakura-hen', 'title': 'Gintama Movie 1: Shinyaku Benizakura-hen'}, {'mal_id': 21899, 'type': 'anime', 'url': 'https://myanimelist.net/anime/21899/Gintama__Yorinuki_Gintama-san_on_Theater_2D', 'title': 'Gintama: Yorinuki Gintama-san on Theater 2D'}], 'Sequel': [{'mal_id': 9969, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9969/Gintama', 'title': 'Gintama&#039;'}], 'Other': [{'mal_id': 15335, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15335/Gintama_Movie_2__Kanketsu-hen_-_Yorozuya_yo_Eien_Nare', 'title': 'Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare'}, {'mal_id': 19261, 'type': 'anime', 'url': 'https://myanimelist.net/anime/19261/Gintama_x_Mameshiba', 'title': 'Gintama x Mameshiba'}]}","Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen"
6543,933,Dai Mahou Touge,7.06,627,3329.0,2455,,"{'Adaptation': [{'mal_id': 9987, 'type': 'manga', 'url': 'https://myanimelist.net/manga/9987/Dai_Mahou_Touge', 'title': 'Dai Mahou Touge'}], 'Side story': [{'mal_id': 1841, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1841/Dai_Mahou_Touge_Omake', 'title': 'Dai Mahou Touge Omake'}]}","Comedy, Magic, Supernatural"
5540,1000,Uchuu Kaizoku Captain Herlock,7.82,223,852.0,2673,,"{'Adaptation': [{'mal_id': 5115, 'type': 'manga', 'url': 'https://myanimelist.net/manga/5115/Uchuu_Kaizoku_Captain_Herlock', 'title': 'Uchuu Kaizoku Captain Herlock'}], 'Side story': [{'mal_id': 1081, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1081/Space_Pirate_Captain_Herlock__Outside_Legend_-_The_Endless_Odyssey', 'title': 'Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey'}, {'mal_id': 1676, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1676/Cosmo_Warrior_Zero', 'title': 'Cosmo Warrior Zero'}], 'Character': [{'mal_id': 1301, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1301/Ginga_Tetsudou_999_Movie', 'title': 'Ginga Tetsudou 999 (Movie)'}], 'Spin-off': [{'mal_id': 1553, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1553/Queen_Emeraldas', 'title': 'Queen Emeraldas'}], 'Sequel': [{'mal_id': 1645, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1645/Herlock_Saga__Nibelung_no_Yubiwa', 'title': 'Herlock Saga: Nibelung no Yubiwa'}], 'Alternative setting': [{'mal_id': 1706, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1706/Gun_Frontier', 'title': 'Gun Frontier'}], 'Alternative version': [{'mal_id': 2202, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2202/Waga_Seishun_no_Arcadia', 'title': 'Waga Seishun no Arcadia'}, {'mal_id': 2203, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2203/Waga_Seishun_no_Arcadia__Mugen_Kidou_SSX', 'title': 'Waga Seishun no Arcadia: Mugen Kidou SSX'}, {'mal_id': 2470, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2470/Uchuu_Kaizoku_Captain_Herlock__Arcadia-gou_no_Nazo', 'title': 'Uchuu Kaizoku Captain Herlock: Arcadia-gou no Nazo'}, {'mal_id': 17269, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17269/Captain_Herlock', 'title': 'Captain Herlock'}, {'mal_id': 35854, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35854/Zero_Seiki_Movie_2__Herlock', 'title': 'Zero Seiki Movie 2: Herlock'}]}","Action, Sci-Fi, Adventure, Space, Drama, Seinen"
1180,1033,Sennen Joyuu,8.32,1838,226.0,1041,"The film won the awards of Best Animation Film and Fantasia Ground-Breaker at the 2001 Fantasia Film Festival. It was also awarded the Feature Film Award at the 8th Animation Kobe. In 2002, it won the prestigious Ofuji Noburo Award at the Mainichi Film Awards, and was honored with the Orient Express Award at the 2001 Festival de Cine de Sitges in Spain. The film was nominated for four Annie Awards in 2004, including Outstanding Direction and Writing.",[],"Action, Adventure, Historical, Drama, Romance, Fantasy"
5387,1084,I&#039;&#039;s,6.09,276,7116.0,4235,,"{'Adaptation': [{'mal_id': 818, 'type': 'manga', 'url': 'https://myanimelist.net/manga/818/Is', 'title': 'I&#039;&#039;s'}], 'Spin-off': [{'mal_id': 811, 'type': 'anime', 'url': 'https://myanimelist.net/anime/811/Is_Pure', 'title': 'I&#039;&#039;s Pure'}]}","Romance, Drama"
9479,1099,Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,6.13,41,7009.0,7317,,"{'Adaptation': [{'mal_id': 10220, 'type': 'manga', 'url': 'https://myanimelist.net/manga/10220/Shadow_Skill', 'title': 'Shadow Skill'}]}","Adventure, Drama, Fantasy, Shounen"
1229,1104,Shinkon Gattai Godannar!! 2nd Season,7.04,199,3428.0,4675,,"{'Prequel': [{'mal_id': 1103, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1103/Shinkon_Gattai_Godannar', 'title': 'Shinkon Gattai Godannar!!'}]}","Ecchi, Comedy, Mecha, Romance, Sci-Fi"
13270,1109,Monster Extra,6.74,183,4591.0,4226,,"{'Full story': [{'mal_id': 19, 'type': 'anime', 'url': 'https://myanimelist.net/anime/19/Monster', 'title': 'Monster'}]}","Drama, Horror, Mystery, Seinen"
13452,1138,Medarot,7.12,1320,3127.0,1877,The anime combines the details and plot of the first two video games into the adaptation.,"{'Adaptation': [{'mal_id': 1786, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1786/Medarot', 'title': 'Medarot'}], 'Sequel': [{'mal_id': 4052, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4052/Medarot_Damashii', 'title': 'Medarot Damashii'}]}","Adventure, Comedy, Sci-Fi, Shounen"
4173,1192,Kakurenbo,6.92,1096,3840.0,2261,"The film won the award for Notable Entry in the General Category at the Tokyo International Anime Fair in 2005. In Korea, it received a Best Film Nomination at the Seoul Comics and Animation Festival. It then went on to win Best Short film at the Fantasia Festival in Montreal.",[],"Horror, Psychological, Supernatural"
7864,1193,Happy Seven: The TV Manga,6.42,91,5916.0,5415,,"{'Adaptation': [{'mal_id': 96460, 'type': 'manga', 'url': 'https://myanimelist.net/manga/96460/Gakuen_Happy_Seven', 'title': 'Gakuen Happy Seven'}], 'Side story': [{'mal_id': 35297, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35297/Happy_Seven__The_TV_Manga_-_Chibi_Chara_Moshimo_Gekijou', 'title': 'Happy Seven: The TV Manga - Chibi Chara Moshimo Gekijou'}]}","Comedy, Magic, Fantasy, School"
9942,1207,Wata no Kuni Hoshi,7.05,42,3395.0,6284,,"{'Adaptation': [{'mal_id': 9280, 'type': 'manga', 'url': 'https://myanimelist.net/manga/9280/Wata_no_Kuni_Hoshi', 'title': 'Wata no Kuni Hoshi'}], 'Alternative version': [{'mal_id': 37387, 'type': 'anime', 'url': 'https://myanimelist.net/anime/37387/Wata_no_Kuni_Hoshi_Pilot', 'title': 'Wata no Kuni Hoshi Pilot'}]}","Drama, Fantasy, Psychological, Romance, Shoujo"
11314,1224,Aquarian Age: Sign for Evolution,6.2,222,6745.0,3637,,"{'Adaptation': [{'mal_id': 1317, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1317/Noel_Evolution', 'title': 'Noel Evolution'}], 'Sequel': [{'mal_id': 1268, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1268/Aquarian_Age__Saga_II_-_Dont_Forget_Me', 'title': 'Aquarian Age: Saga II - Don&#039;t Forget Me...'}]}","Action, Adventure, Fantasy, Music, Romance, Sci-Fi, Shounen, Super Power, Supernatural"
12522,1225,3x3 Eyes Seima Densetsu,7.08,363,3250.0,3650,,"{'Prequel': [{'mal_id': 300, 'type': 'anime', 'url': 'https://myanimelist.net/anime/300/3x3_Eyes', 'title': '3x3 Eyes'}]}","Action, Adventure, Demons, Fantasy, Horror, Romance"
10336,1240,Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,7.63,1079,1265.0,2197,,"{'Parent story': [{'mal_id': 1239, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1239/Bishoujo_Senshi_Sailor_Moon_SuperS', 'title': 'Bishoujo Senshi Sailor Moon SuperS'}]}","Drama, Magic, Shoujo"
10956,1250,Erementar Gerad,7.39,2269,2063.0,1133,,"{'Adaptation': [{'mal_id': 114, 'type': 'manga', 'url': 'https://myanimelist.net/manga/114/Erementar_Gerad', 'title': 'Erementar Gerad'}], 'Other': [{'mal_id': 17693, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17693/Erementar_Gerad__Aozora_no_Senki', 'title': 'Erementar Gerad: Aozora no Senki'}]}","Adventure, Comedy, Fantasy, Magic, Romance, Super Power"
12769,1257,Saint Seiya: Meiou Hades Juuni Kyuu-hen,8.2,1049,319.0,2075,,"{'Adaptation': [{'mal_id': 1045, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1045/Saint_Seiya', 'title': 'Saint Seiya'}], 'Sequel': [{'mal_id': 1253, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1253/Saint_Seiya__Meiou_Hades_Meikai-hen', 'title': 'Saint Seiya: Meiou Hades Meikai-hen'}], 'Prequel': [{'mal_id': 1254, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1254/Saint_Seiya', 'title': 'Saint Seiya'}], 'Summary': [{'mal_id': 6154, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6154/Saint_Seiya__The_Hades_Chapter_Sanctuary_-_Yomigaerishi_Gold_Saint-tachi_no_Shinwa', 'title': 'Saint Seiya: The Hades Chapter Sanctuary - Yomigaerishi Gold Saint-tachi no Shinwa'}]}","Sci-Fi, Adventure, Shounen"
12328,1263,Suika,6.59,101,,5337,,"{'Adaptation': [{'mal_id': 96999, 'type': 'manga', 'url': 'https://myanimelist.net/manga/96999/Suika', 'title': 'Suika'}], 'Side story': [{'mal_id': 5411, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5411/Suika__Manatsu_no_Okurimono', 'title': 'Suika: Manatsu no Okurimono'}]}","Drama, Fantasy, Hentai, Romance"
13122,1363,Detective Conan Movie 04: Captured in Her Eyes,8.15,1015,367.0,1993,,"{'Parent story': [{'mal_id': 235, 'type': 'anime', 'url': 'https://myanimelist.net/anime/235/Detective_Conan', 'title': 'Detective Conan'}]}","Adventure, Mystery, Comedy, Police, Shounen"
5652,1401,Bible Black: New Testament,6.92,533,,2891,,"{'Prequel': [{'mal_id': 368, 'type': 'anime', 'url': 'https://myanimelist.net/anime/368/Bible_Black', 'title': 'Bible Black'}], 'Summary': [{'mal_id': 13223, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13223/Bible_Black__New_Testament_Recap', 'title': 'Bible Black: New Testament Recap'}]}",Hentai
8646,1403,Tsumamigui,6.57,61,,5528,,"{'Sequel': [{'mal_id': 33505, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33505/Tsumamigui_3_The_Animation', 'title': 'Tsumamigui 3 The Animation'}]}",Hentai
12735,1405,Tokio Kidou Police,6.06,39,,7495,,"{'Adaptation': [{'mal_id': 87539, 'type': 'manga', 'url': 'https://myanimelist.net/manga/87539/Tokio_Kidou_Police__Bishoujo_Taiin_Shukkin_seyo', 'title': 'Tokio Kidou Police: Bishoujo Taiin, Shukkin seyo!'}]}","Comedy, Hentai, Parody, Romance"
